id,type,source,target
137832,\,93526,51724
137833,\,9371,52203
137834,\,12055,52203
137835,\,28433,52203
137836,\,37491,52203
137837,\,51712,52203
137838,\,51713,52203
137839,\,51765,52203
137840,\,51767,52203
137841,\,51768,52203
137842,\,51771,52203
137843,\,77794,52203
137844,\,83879,52203
137845,\,85713,52203
137846,\,93526,52203
137847,\,52677,52674
137848,\,52907,52903
137849,\,28489,52952
137850,\,37527,52952
137851,\,52998,52952
137852,\,53000,52952
137853,\,53001,52952
137854,\,63440,52952
137855,\,77807,52952
137856,\,83947,52952
137857,\,85753,52952
137858,\,52985,52978
137859,\,28355,49306
137860,\,37541,53347
137861,\,79081,53347
137862,\,83970,53347
137863,\,93611,53347
137864,\,95724,53347
137865,\,2758,53738
137866,\,5439,53738
137867,\,12082,53738
137868,\,28522,53738
137869,\,37553,53738
137870,\,51497,53738
137871,\,54193,53738
137872,\,77818,53738
137873,\,104150,53738
137874,\,9403,53819
137875,\,23395,53819
137876,\,28531,53819
137877,\,37561,53819
137878,\,51502,53819
137879,\,53806,53819
137880,\,53814,53819
137881,\,53807,53819
137882,\,53808,53819
137883,\,53809,53819
137884,\,53810,53819
137885,\,53811,53819
137886,\,53813,53819
137887,\,53815,53819
137888,\,53816,53819
137889,\,53817,53819
137890,\,53818,53819
137891,\,74498,53819
137892,\,53957,53925
137893,\,111968,53925
137894,\,54252,53925
137895,\,6219,54036
137896,\,28543,54036
137897,\,30350,54036
137898,\,37568,54036
137899,\,51509,54036
137900,\,56812,54036
137901,\,56860,54036
137902,\,63445,54036
137903,\,75529,54036
137904,\,93509,54036
137905,\,93635,54036
137906,\,2935,54319
137907,\,12098,54319
137908,\,54301,54319
137909,\,53728,53725
137910,\,55591,53725
137911,\,55700,53725
137912,\,55703,53725
137913,\,6229,54551
137914,\,9408,54551
137915,\,12110,54551
137916,\,23415,54551
137917,\,28557,54551
137918,\,29627,54551
137919,\,30358,54551
137920,\,37605,54551
137921,\,51528,54551
137922,\,54545,54551
137923,\,54550,54551
137924,\,83996,54551
137925,\,85790,54551
137926,\,104161,54551
137927,\,6234,54725
137928,\,9409,54725
137929,\,12116,54725
137930,\,16795,54725
137931,\,23420,54725
137932,\,28564,54725
137933,\,30360,54725
137934,\,37610,54725
137935,\,51530,54725
137936,\,63449,54725
137937,\,74526,54725
137938,\,77833,54725
137939,\,84000,54725
137940,\,93653,54725
137941,\,104166,54725
137942,\,6241,54940
137943,\,9413,54940
137944,\,12125,54940
137945,\,12124,54940
137946,\,30363,54940
137947,\,37619,54940
137948,\,77837,54940
137949,\,93658,54940
137950,\,104177,54940
137951,\,104176,54940
137952,\,54965,54994
137953,\,54966,54994
137954,\,54972,54994
137955,\,6250,55065
137956,\,12139,55065
137957,\,23429,55065
137958,\,55042,55065
137959,\,28501,53347
137960,\,55240,55065
137961,\,55245,55065
137962,\,74539,55065
137963,\,93670,55065
137964,\,104182,55065
137965,\,55034,55083
137966,\,55034,55082
137967,\,6263,55207
137968,\,30389,55207
137969,\,36009,55207
137970,\,36368,55207
137971,\,37485,55207
137972,\,37651,55207
137973,\,51561,55207
137974,\,55154,55207
137975,\,55172,55207
137976,\,55179,55207
137977,\,55203,55207
137978,\,55208,55207
137979,\,55215,55207
137980,\,55218,55207
137981,\,74550,55207
137982,\,75531,55207
137983,\,37664,55299
137984,\,104192,55299
137985,\,74553,55299
137986,\,55292,55299
137987,\,6242,54942
137988,\,9414,54942
137989,\,12126,54942
137990,\,37620,54942
137991,\,51538,54942
137992,\,63456,54942
137993,\,74533,54942
137994,\,77838,54942
137995,\,82734,54942
137996,\,84005,54942
137997,\,85705,54942
137998,\,85796,54942
137999,\,93659,54942
138000,\,104178,54942
138001,\,54943,54942
138002,\,1490,54942
138003,\,3002,54942
138004,\,5446,54942
138005,\,6246,54942
138006,\,6247,54942
138007,\,12131,54942
138008,\,37624,54942
138009,\,40277,54942
138010,\,106769,54942
138011,\,51540,54942
138012,\,54981,54942
138013,\,54982,54942
138014,\,54983,54942
138015,\,54973,54942
138016,\,54974,54942
138017,\,54975,54942
138018,\,54978,54942
138019,\,54976,54942
138020,\,54979,54942
138021,\,54980,54942
138022,\,54986,54942
138023,\,54987,54942
138024,\,54988,54942
138025,\,54989,54942
138026,\,54990,54942
138027,\,54991,54942
138028,\,54992,54942
138029,\,54993,54942
138030,\,65250,54942
138031,\,67876,54942
138032,\,72847,54942
138033,\,74536,54942
138034,\,81185,54942
138035,\,55016,55040
138036,\,55099,55040
138037,\,55021,55040
138038,\,55029,55040
138039,\,55224,55040
138040,\,55099,55039
138041,\,55021,55039
138042,\,55029,55039
138043,\,55224,55039
138044,\,55016,55038
138045,\,55099,55038
138046,\,55021,55038
138047,\,55029,55038
138048,\,55224,55038
138049,\,12170,55591
138050,\,28612,55591
138051,\,30407,55591
138052,\,37678,55591
138053,\,51583,55591
138054,\,63466,55591
138055,\,74562,55591
138056,\,77872,55591
138057,\,84031,55591
138058,\,93706,55692
138059,\,55336,55065
138060,\,12213,56747
138061,\,23504,56747
138062,\,28669,56747
138063,\,30447,56747
138064,\,37740,56747
138065,\,51636,56747
138066,\,77898,56747
138067,\,103275,56747
138068,\,12234,57138
138069,\,23523,57138
138070,\,28691,57138
138071,\,30458,57138
138072,\,37768,57138
138073,\,51661,57138
138074,\,57127,57138
138075,\,57168,57138
138076,\,57179,57138
138077,\,57176,57138
138078,\,74610,57138
138079,\,84067,57138
138080,\,85854,57138
138081,\,93762,57138
138082,\,5465,57363
138083,\,6342,57363
138084,\,12251,57363
138085,\,23539,57363
138086,\,37787,57363
138087,\,51676,57363
138088,\,74621,57363
138089,\,77911,57363
138090,\,84079,57363
138091,\,93782,57363
138092,\,104242,57363
138093,\,3211,56858
138094,\,5461,56858
138095,\,6321,56858
138096,\,8493,56858
138097,\,8229,56858
138098,\,9437,56858
138099,\,12218,56858
138100,\,14308,56858
138101,\,21631,56858
138102,\,23505,56858
138103,\,26552,56858
138104,\,37749,56858
138105,\,45404,56858
138106,\,48303,56858
138107,\,48574,56858
138108,\,51641,56858
138109,\,58903,56858
138110,\,57099,57330
138111,\,6344,57422
138112,\,12257,57422
138113,\,28711,57422
138114,\,37791,57422
138115,\,51681,57422
138116,\,57451,57422
138117,\,57453,57422
138118,\,57467,57422
138119,\,57477,57422
138120,\,57479,57422
138121,\,57480,57422
138122,\,57483,57422
138123,\,57484,57422
138124,\,85404,57422
138125,\,85863,57422
138126,\,6350,57486
138127,\,28718,57486
138128,\,37800,57486
138129,\,63482,57486
138130,\,85866,57486
138131,\,93788,57486
138132,\,12259,57428
138133,\,37792,57428
138134,\,51684,57428
138135,\,93523,57428
138136,\,82866,57428
138137,\,23546,57595
138138,\,84086,57595
138139,\,104248,57595
138140,\,57596,57595
138141,\,57597,57595
138142,\,57599,57595
138143,\,57602,57595
138144,\,57603,57595
138145,\,5472,57694
138146,\,6362,57694
138147,\,23549,57694
138148,\,28724,57694
138149,\,51697,57694
138150,\,93795,57694
138151,\,5473,57755
138152,\,6369,57755
138153,\,28732,57755
138154,\,37816,57755
138155,\,51698,57755
138156,\,77927,57755
138157,\,93798,57755
138158,\,6372,57799
138159,\,9436,56747
138160,\,57809,57799
138161,\,57795,57799
138162,\,63484,57799
138163,\,57802,57799
138164,\,57804,57799
138165,\,57805,57799
138166,\,57807,57799
138167,\,57808,57799
138168,\,12286,58318
138169,\,23562,58318
138170,\,28757,58318
138171,\,37844,58318
138172,\,51708,58318
138173,\,93820,58318
138174,\,58551,58601
138175,\,58552,58601
138176,\,58553,58601
138177,\,6391,58865
138178,\,9470,58865
138179,\,12302,58865
138180,\,23579,58865
138181,\,29652,58865
138182,\,30506,58865
138183,\,31929,58865
138184,\,37868,58865
138185,\,51728,58865
138186,\,58822,58865
138187,\,58845,58865
138188,\,58858,58865
138189,\,74646,58865
138190,\,77950,58865
138191,\,84120,58865
138192,\,85895,58865
138193,\,103288,58865
138194,\,104274,58865
138195,\,59114,59130
138196,\,59116,59130
138197,\,59117,59130
138198,\,59118,59130
138199,\,59121,59130
138200,\,59122,59130
138201,\,30516,59162
138202,\,37880,59162
138203,\,94034,59162
138204,\,37880,59161
138205,\,94034,59161
138206,\,12342,59752
138207,\,30548,59752
138208,\,31959,59752
138209,\,37902,59752
138210,\,51758,59752
138211,\,63492,59752
138212,\,74663,59752
138213,\,94046,59752
138214,\,104297,59752
138215,\,61102,61153
138216,\,61063,61153
138217,\,61066,61153
138218,\,4420,61153
138219,\,61094,61153
138220,\,61095,61153
138221,\,61096,61153
138222,\,61098,61153
138223,\,61099,61153
138224,\,61100,61153
138225,\,61101,61153
138226,\,61103,61153
138227,\,61104,61153
138228,\,61111,61153
138229,\,60982,61153
138230,\,60981,61153
138231,\,6465,61153
138232,\,6464,61153
138233,\,8854,61153
138234,\,12426,61153
138235,\,11760,61153
138236,\,23659,61153
138237,\,30607,61153
138238,\,33027,61153
138239,\,33282,61153
138240,\,36031,61153
138241,\,36200,61153
138242,\,37116,61153
138243,\,37495,61153
138244,\,37979,61153
138245,\,51828,61153
138246,\,74730,61153
138247,\,77986,61153
138248,\,82874,61153
138249,\,83205,61153
138250,\,83593,61153
138251,\,83890,61153
138252,\,84164,61153
138253,\,84767,61153
138254,\,84889,61153
138255,\,85071,61153
138256,\,85719,61153
138257,\,86782,61153
138258,\,94081,61153
138259,\,51699,57799
138260,\,95280,61153
138261,\,95542,61153
138262,\,95797,61153
138263,\,102706,61153
138264,\,102716,61153
138265,\,104348,61153
138266,\,9467,58765
138267,\,12299,58765
138268,\,30500,58765
138269,\,31926,58765
138270,\,37861,58765
138271,\,51720,58765
138272,\,69549,58765
138273,\,74643,58765
138274,\,77943,58765
138275,\,84116,58765
138276,\,85892,58765
138277,\,94022,58765
138278,\,103285,58765
138279,\,104269,58765
138280,\,2729,58783
138281,\,3829,58783
138282,\,5482,58783
138283,\,6390,58783
138284,\,9469,58783
138285,\,15760,58783
138286,\,22599,58783
138287,\,23575,58783
138288,\,30503,58783
138289,\,31927,58783
138290,\,37863,58783
138291,\,40036,58783
138292,\,42086,58783
138293,\,51724,58783
138294,\,58485,58783
138295,\,59825,58783
138296,\,3799,58875
138297,\,3803,58875
138298,\,3804,58875
138299,\,35901,58875
138300,\,37904,58875
138301,\,37905,58875
138302,\,106375,58875
138303,\,59760,58875
138304,\,59764,58875
138305,\,59765,58875
138306,\,59767,58875
138307,\,59769,58875
138308,\,59773,58875
138309,\,94989,58875
138310,\,58615,58875
138311,\,58608,58875
138312,\,58611,58875
138313,\,12316,59174
138314,\,37881,59174
138315,\,51736,59174
138316,\,94036,59174
138317,\,104281,59174
138318,\,5488,59226
138319,\,12321,59226
138320,\,23591,59226
138321,\,30527,59226
138322,\,37885,59226
138323,\,60352,59226
138324,\,60355,59226
138325,\,60356,59226
138326,\,60357,59226
138327,\,60387,59226
138328,\,60388,59226
138329,\,60395,59226
138330,\,60396,59226
138331,\,60397,59226
138332,\,6404,59253
138333,\,12323,59253
138334,\,23593,59253
138335,\,30528,59253
138336,\,31953,59253
138337,\,37886,59253
138338,\,59247,59253
138339,\,59252,59253
138340,\,6419,60153
138341,\,30560,60153
138342,\,60503,60506
138343,\,12405,60803
138344,\,30593,60803
138345,\,37965,60803
138346,\,51807,60803
138347,\,77981,60803
138348,\,84156,60803
138349,\,94070,60803
138350,\,60600,60589
138351,\,60605,60589
138352,\,60606,60589
138353,\,60694,60687
138354,\,37997,61866
138355,\,77998,61866
138356,\,6487,61917
138357,\,12457,61917
138358,\,29656,61917
138359,\,95087,61153
138360,\,51855,61917
138361,\,77999,61917
138362,\,84187,61917
138363,\,85928,61917
138364,\,104365,61917
138365,\,5506,62096
138366,\,6489,62096
138367,\,9515,62096
138368,\,23692,62096
138369,\,32250,62096
138370,\,38015,62096
138371,\,51861,62096
138372,\,78002,62096
138373,\,84196,62096
138374,\,85930,62096
138375,\,94209,62096
138376,\,103305,62096
138377,\,111988,62363
138378,\,38033,62961
138379,\,62717,62961
138380,\,62718,62961
138381,\,62724,62961
138382,\,62749,62961
138383,\,62983,62961
138384,\,63539,62961
138385,\,9524,63011
138386,\,23710,63011
138387,\,38054,63011
138388,\,51882,63011
138389,\,85938,63011
138390,\,104381,63011
138391,\,6498,63050
138392,\,12475,63050
138393,\,23711,63050
138394,\,32268,63050
138395,\,38058,63050
138396,\,51884,63050
138397,\,63020,63050
138398,\,63024,63050
138399,\,63028,63050
138400,\,63031,63050
138401,\,63035,63050
138402,\,63036,63050
138403,\,74748,63050
138404,\,85939,63050
138405,\,38156,66184
138406,\,50426,66184
138407,\,51943,66184
138408,\,65650,66184
138409,\,66131,66184
138410,\,66126,66184
138411,\,66200,66184
138412,\,66192,66184
138413,\,9506,61381
138414,\,12439,61381
138415,\,30616,61381
138416,\,32240,61381
138417,\,40529,61381
138418,\,51838,61381
138419,\,74732,61381
138420,\,77991,61381
138421,\,91224,61381
138422,\,103298,61381
138423,\,104353,61381
138424,\,12435,61291
138425,\,6477,61717
138426,\,9507,61717
138427,\,12447,61717
138428,\,23666,61717
138429,\,30623,61717
138430,\,37993,61717
138431,\,51845,61717
138432,\,63530,61717
138433,\,84175,61717
138434,\,85923,61717
138435,\,94195,61717
138436,\,6478,61751
138437,\,9508,61751
138438,\,12450,61751
138439,\,23668,61751
138440,\,51847,61751
138441,\,84179,61751
138442,\,104359,61751
138443,\,9509,61877
138444,\,12455,61877
138445,\,23675,61877
138446,\,29655,61877
138447,\,30627,61877
138448,\,37999,61877
138449,\,51852,61877
138450,\,85925,61877
138451,\,94198,61877
138452,\,104363,61877
138453,\,110963,61877
138454,\,61898,61895
138455,\,61899,61895
138456,\,74737,61895
138457,\,61358,62529
138458,\,32254,62466
138459,\,32247,61917
138460,\,51871,62466
138461,\,85933,62466
138462,\,104374,62466
138463,\,63546,63545
138464,\,63573,63570
138465,\,63756,63751
138466,\,63756,64235
138467,\,112000,64383
138468,\,36034,64592
138469,\,76183,64592
138470,\,82751,64592
138471,\,84242,64592
138472,\,84771,64592
138473,\,86470,64592
138474,\,95092,64592
138475,\,104403,64592
138476,\,9567,64694
138477,\,12497,64694
138478,\,23744,64694
138479,\,30661,64694
138480,\,64681,64694
138481,\,64757,64694
138482,\,64695,64694
138483,\,64699,64694
138484,\,85952,64694
138485,\,94296,64694
138486,\,4972,64872
138487,\,4980,64872
138488,\,4978,64872
138489,\,4979,64872
138490,\,64879,64872
138491,\,64887,64872
138492,\,4971,64872
138493,\,4970,64872
138494,\,64905,64872
138495,\,64902,64872
138496,\,64925,64872
138497,\,64907,64872
138498,\,65144,65144
138499,\,65146,65144
138500,\,65148,65144
138501,\,5046,65489
138502,\,12515,65489
138503,\,23766,65489
138504,\,42244,65489
138505,\,63545,65489
138506,\,94317,65489
138507,\,66329,66555
138508,\,66402,66555
138509,\,66760,66806
138510,\,66761,66806
138511,\,66762,66806
138512,\,66763,66806
138513,\,66764,66806
138514,\,66765,66806
138515,\,66766,66806
138516,\,66767,66806
138517,\,66768,66806
138518,\,66769,66806
138519,\,66770,66806
138520,\,66771,66806
138521,\,66772,66806
138522,\,66774,66806
138523,\,66775,66806
138524,\,66776,66806
138525,\,66777,66806
138526,\,66779,66806
138527,\,66780,66806
138528,\,66781,66806
138529,\,66782,66806
138530,\,66760,67171
138531,\,66761,67171
138532,\,66762,67171
138533,\,66763,67171
138534,\,66764,67171
138535,\,66765,67171
138536,\,66766,67171
138537,\,66767,67171
138538,\,66768,67171
138539,\,66769,67171
138540,\,66771,67171
138541,\,66772,67171
138542,\,66773,67171
138543,\,66774,67171
138544,\,66775,67171
138545,\,66776,67171
138546,\,66777,67171
138547,\,66779,67171
138548,\,66780,67171
138549,\,66781,67171
138550,\,66782,67171
138551,\,66760,67170
138552,\,66761,67170
138553,\,66762,67170
138554,\,66763,67170
138555,\,66764,67170
138556,\,66765,67170
138557,\,66766,67170
138558,\,66768,67170
138559,\,38020,62466
138560,\,66771,67170
138561,\,66772,67170
138562,\,66773,67170
138563,\,66774,67170
138564,\,66775,67170
138565,\,66776,67170
138566,\,66777,67170
138567,\,66779,67170
138568,\,66781,67170
138569,\,66782,67170
138570,\,67720,67904
138571,\,67721,67904
138572,\,67927,67904
138573,\,67722,67904
138574,\,67723,67904
138575,\,67724,67904
138576,\,67725,67904
138577,\,67902,67904
138578,\,30720,67904
138579,\,38236,67904
138580,\,52036,67904
138581,\,74857,67904
138582,\,83899,67904
138583,\,85422,67904
138584,\,104479,67904
138585,\,12541,66315
138586,\,33815,66315
138587,\,51961,66315
138588,\,74807,66315
138589,\,78033,66315
138590,\,96542,66315
138591,\,104441,66315
138592,\,66397,66395
138593,\,9589,67431
138594,\,12574,67431
138595,\,30705,67431
138596,\,51994,67431
138597,\,74833,67431
138598,\,84291,67431
138599,\,85974,67431
138600,\,96573,67431
138601,\,103331,67431
138602,\,111941,67499
138603,\,26076,67499
138604,\,33912,67499
138605,\,38208,67499
138606,\,42277,67499
138607,\,52000,67499
138608,\,63570,67499
138609,\,67500,67499
138610,\,67507,67499
138611,\,67510,67499
138612,\,74837,67499
138613,\,84294,67499
138614,\,104457,67499
138615,\,9593,67545
138616,\,12585,67545
138617,\,52008,67545
138618,\,85977,67545
138619,\,96581,67545
138620,\,8641,67545
138621,\,67554,67545
138622,\,67559,67545
138623,\,67560,67545
138624,\,67561,67545
138625,\,67562,67545
138626,\,6587,67622
138627,\,12587,67622
138628,\,23866,67622
138629,\,38224,67622
138630,\,106885,67622
138631,\,61491,67622
138632,\,84311,67622
138633,\,96586,67622
138634,\,103335,67622
138635,\,104472,67622
138636,\,841,68818
138637,\,10111,68818
138638,\,11965,68818
138639,\,25556,68818
138640,\,32194,68818
138641,\,33957,68818
138642,\,35437,68818
138643,\,39598,68818
138644,\,53347,68818
138645,\,63920,68818
138646,\,76023,68818
138647,\,78094,68818
138648,\,84354,68818
138649,\,86000,68818
138650,\,96617,68818
138651,\,103350,68818
138652,\,104072,68818
138653,\,25572,68746
138654,\,47085,68746
138655,\,79392,68746
138656,\,102542,68746
138657,\,8754,72457
138658,\,69536,69490
138659,\,66770,67170
138660,\,12406,69823
138661,\,25586,69823
138662,\,39637,69823
138663,\,86013,69823
138664,\,96660,69823
138665,\,8626,69943
138666,\,10124,69943
138667,\,12406,69943
138668,\,39637,69943
138669,\,86013,69943
138670,\,96660,69943
138671,\,10130,70600
138672,\,25606,70600
138673,\,35509,70600
138674,\,39654,70600
138675,\,53400,70600
138676,\,63941,70600
138677,\,76072,70600
138678,\,86028,70600
138679,\,8696,71258
138680,\,10135,71258
138681,\,12827,71258
138682,\,39681,71258
138683,\,49786,71258
138684,\,76101,71258
138685,\,86038,71258
138686,\,103378,71258
138687,\,8718,71862
138688,\,53448,71862
138689,\,71840,71862
138690,\,71842,71862
138691,\,71859,71862
138692,\,8718,71226
138693,\,53448,71226
138694,\,71840,71226
138695,\,71842,71226
138696,\,71859,71226
138697,\,71513,71492
138698,\,8719,71906
138699,\,10139,71906
138700,\,12908,71906
138701,\,25696,71906
138702,\,35567,71906
138703,\,39696,71906
138704,\,76124,71906
138705,\,78137,71906
138706,\,84400,71906
138707,\,86049,71906
138708,\,96735,71906
138709,\,104686,71906
